title,Token,stopword,stemmed,label
warga melawan tnu lanud mulyono nekat eksekusi puluhan rumah purnawirawan di surabaya,"['warga', 'melawan', 'tnu', 'lanud', 'mulyono', 'nekat', 'eksekusi', 'puluhan', 'rumah', 'purnawirawan', 'di', 'surabaya']","['warga', 'melawan', 'tnu', 'lanud', 'mulyono', 'nekat', 'eksekusi', 'puluhan', 'rumah', 'purnawirawan', 'surabaya']",warga lawan tnu lanud mulyono nekat eksekusi puluh rumah purnawirawan surabaya,2
jabar gencarkan penanaman jutaan bibit mangrove di pesisir utara,"['jabar', 'gencarkan', 'penanaman', 'jutaan', 'bibit', 'mangrove', 'di', 'pesisir', 'utara']","['jabar', 'gencarkan', 'penanaman', 'jutaan', 'bibit', 'mangrove', 'pesisir', 'utara']",jabar gencar tanam juta bibit mangrove pesisir utara,1
sekdaprov jawa timur definitif dilantik gus fawait terima kasih pj sekdaprov wahid wahyudi,"['sekdaprov', 'jawa', 'timur', 'definitif', 'dilantik', 'gus', 'fawait', 'terima', 'kasih', 'pj', 'sekdaprov', 'wahid', 'wahyudi']","['sekdaprov', 'jawa', 'timur', 'definitif', 'dilantik', 'gus', 'fawait', 'terima', 'kasih', 'pj', 'sekdaprov', 'wahid', 'wahyudi']",sekdaprov jawa timur definitif lantik gus fawait terima kasih pj sekdaprov wahid wahyudi,1
ridwan kamil pkk adalah benteng keluarga,"['ridwan', 'kamil', 'pkk', 'adalah', 'benteng', 'keluarga']","['ridwan', 'kamil', 'pkk', 'benteng', 'keluarga']",ridwan kamil pkk benteng keluarga,0
rajin dukung program kehutanan di jatim sahat tua simanjuntak raih penghargaan nirwasita tantra,"['rajin', 'dukung', 'program', 'kehutanan', 'di', 'jatim', 'sahat', 'tua', 'simanjuntak', 'raih', 'penghargaan', 'nirwasita', 'tantra']","['rajin', 'dukung', 'program', 'kehutanan', 'jatim', 'sahat', 'tua', 'simanjuntak', 'raih', 'penghargaan', 'nirwasita', 'tantra']",rajin dukung program hutan jatim sahat tua simanjuntak raih harga nirwasita tantra,1
y20 summit press conference dukungan nyata pemprov jabar,"['y20', 'summit', 'press', 'conference', 'dukungan', 'nyata', 'pemprov', 'jabar']","['y20', 'summit', 'press', 'conference', 'dukungan', 'nyata', 'pemprov', 'jabar']",y20 summit press conference dukung nyata pemprov jabar,1
krisis figur tokoh saatnya tokoh muda golkar tampil di pilgub jawa timur,"['krisis', 'figur', 'tokoh', 'saatnya', 'tokoh', 'muda', 'golkar', 'tampil', 'di', 'pilgub', 'jawa', 'timur']","['krisis', 'figur', 'tokoh', 'tokoh', 'muda', 'golkar', 'tampil', 'pilgub', 'jawa', 'timur']",krisis figur tokoh tokoh muda golkar tampil pilgub jawa timur,0
kerahkan 70 ribu kader di puncak harlah pkb jawa timur target menang muhaimin iskandar di pilpres 2024,"['kerahkan', '70', 'ribu', 'kader', 'di', 'puncak', 'harlah', 'pkb', 'jawa', 'timur', 'target', 'menang', 'muhaimin', 'iskandar', 'di', 'pilpres', '2024']","['kerahkan', '70', 'ribu', 'kader', 'puncak', 'harlah', 'pkb', 'jawa', 'timur', 'target', 'menang', 'muhaimin', 'iskandar', 'pilpres', '2024']",kerah 70 ribu kader puncak harlah pkb jawa timur target menang muhaimin iskandar pilpres 2024,1
mau pergi ke area publik di jawa timur inilah syaratnya,"['mau', 'pergi', 'ke', 'area', 'publik', 'di', 'jawa', 'timur', 'inilah', 'syaratnya']","['pergi', 'area', 'publik', 'jawa', 'timur', 'syaratnya']",pergi area publik jawa timur syarat,0
hidupkan ekonomi tki saat ibadah haji gus fawait kami apresiasi menteri agama,"['hidupkan', 'ekonomi', 'tki', 'saat', 'ibadah', 'haji', 'gus', 'fawait', 'kami', 'apresiasi', 'menteri', 'agama']","['hidupkan', 'ekonomi', 'tki', 'ibadah', 'haji', 'gus', 'fawait', 'apresiasi', 'menteri', 'agama']",hidup ekonomi tki ibadah haji gus fawait apresiasi menteri agama,1
wali kota bandung ingatkan taat prokes saat mpls dan ptm,"['wali', 'kota', 'bandung', 'ingatkan', 'taat', 'prokes', 'saat', 'mpls', 'dan', 'ptm']","['wali', 'kota', 'ingatkan', 'taat', 'prokes', 'mpls', 'ptm']",wali kota ingat taat prokes mpls ptm,0
ridwan kamil pastikan sistem pelayanan jemaah haji jabar maksimal,"['ridwan', 'kamil', 'pastikan', 'sistem', 'pelayanan', 'jemaah', 'haji', 'jabar', 'maksimal']","['ridwan', 'kamil', 'pastikan', 'sistem', 'pelayanan', 'jemaah', 'haji', 'jabar', 'maksimal']",ridwan kamil pasti sistem layan jemaah haji jabar maksimal,1
simulasi pilgub duet khofifah-fawait tempel ketat khofifah emil di pilgub jatim,"['simulasi', 'pilgub', 'duet', 'khofifah', '-', 'fawait', 'tempel', 'ketat', 'khofifah', 'emil', 'di', 'pilgub', 'jatim']","['simulasi', 'pilgub', 'duet', 'khofifah', '-', 'fawait', 'tempel', 'ketat', 'khofifah', 'emil', 'pilgub', 'jatim']",simulasi pilgub duet khofifah - fawait tempel ketat khofifah emil pilgub jatim,0
pengurus ika uninus 2022-2027 dilantik rektor berharap bisa bersinergi,"['pengurus', 'ika', 'uninus', '2022', '-', '2027', 'dilantik', 'rektor', 'berharap', 'bisa', 'bersinergi']","['pengurus', 'ika', 'uninus', '2022', '-', '2027', 'dilantik', 'rektor', 'berharap', 'bersinergi']",urus ika uninus 2022 - 2027 lantik rektor harap sinergi,1
wagub jabar ingatkan penanganan stunting tetap skala prioritas,"['wagub', 'jabar', 'ingatkan', 'penanganan', 'stunting', 'tetap', 'skala', 'prioritas']","['wagub', 'jabar', 'ingatkan', 'penanganan', 'stunting', 'skala', 'prioritas']",wagub jabar ingat tangan stunting skala prioritas,1
alumni lemhanas soroti soal khilafah yang mengancam ideolgi nkri,"['alumni', 'lemhanas', 'soroti', 'soal', 'khilafah', 'yang', 'mengancam', 'ideolgi', 'nkri']","['alumni', 'lemhanas', 'soroti', 'khilafah', 'mengancam', 'ideolgi', 'nkri']",alumni lemhanas sorot khilafah ancam ideolgi nkri,2
pemprov jabar sediakan sma/smk gratis di kota bandung dan cimahi cek syaratnya sekarang,"['pemprov', 'jabar', 'sediakan', 'sma', '/', 'smk', 'gratis', 'di', 'kota', 'bandung', 'dan', 'cimahi', 'cek', 'syaratnya', 'sekarang']","['pemprov', 'jabar', 'sediakan', 'sma', '/', 'smk', 'gratis', 'kota', 'cimahi', 'cek', 'syaratnya']",pemprov jabar sedia sma  smk gratis kota cimahi cek syarat,0
ridwan kamil berikan bantuan pendidikan untuk anak yatim alika putri,"['ridwan', 'kamil', 'berikan', 'bantuan', 'pendidikan', 'untuk', 'anak', 'yatim', 'alika', 'putri']","['ridwan', 'kamil', 'bantuan', 'pendidikan', 'anak', 'yatim', 'alika', 'putri']",ridwan kamil bantu didik anak yatim alika putri,1
kasus asusila di kabupaten malang meningkat tajamlegislator agusdono mengaku prihatin,"['kasus', 'asusila', 'di', 'kabupaten', 'malang', 'meningkat', 'tajamlegislator', 'agusdono', 'mengaku', 'prihatin']","['asusila', 'kabupaten', 'malang', 'meningkat', 'tajamlegislator', 'agusdono', 'mengaku', 'prihatin']",asusila kabupaten malang tingkat tajamlegislator agusdono aku prihatin,2
ridwan kamil ajak ikaptk wujudkan pembangunan jabar juara,"['ridwan', 'kamil', 'ajak', 'ikaptk', 'wujudkan', 'pembangunan', 'jabar', 'juara']","['ridwan', 'kamil', 'ajak', 'ikaptk', 'wujudkan', 'pembangunan', 'jabar', 'juara']",ridwan kamil ajak ikaptk wujud bangun jabar juara,1
fraksi-fraksi di dprd jabar tanggapi pertanggungjawaban apbd 2021,"['fraksi', '-', 'fraksi', 'di', 'dprd', 'jabar', 'tanggapi', 'pertanggungjawaban', 'apbd', '2021']","['fraksi', '-', 'fraksi', 'dprd', 'jabar', 'tanggapi', 'pertanggungjawaban', 'apbd', '2021']",fraksi - fraksi dprd jabar tanggap pertanggungjawaban apbd 2021,0
bandung jadi kota terbaik untuk pelajar di indonesia,"['bandung', 'jadi', 'kota', 'terbaik', 'untuk', 'pelajar', 'di', 'indonesia']","['kota', 'terbaik', 'pelajar', 'indonesia']",kota baik ajar indonesia,1
humas kota bandung gelar podcast di pasar kreatif tsm,"['humas', 'kota', 'bandung', 'gelar', 'podcast', 'di', 'pasar', 'kreatif', 'tsm']","['humas', 'kota', 'gelar', 'podcast', 'pasar', 'kreatif', 'tsm']",humas kota gelar podcast pasar kreatif tsm,1
sportourism bangkitkan pertumbuhan ekonomi kota bandung,"['sportourism', 'bangkitkan', 'pertumbuhan', 'ekonomi', 'kota', 'bandung']","['sportourism', 'bangkitkan', 'pertumbuhan', 'ekonomi', 'kota']",sportourism bangkit tumbuh ekonomi kota,1
fenomena citayam fashion week menular ke daerah rohani butuh pengakuan eksistensi dari pemerintah,"['fenomena', 'citayam', 'fashion', 'week', 'menular', 'ke', 'daerah', 'rohani', 'butuh', 'pengakuan', 'eksistensi', 'dari', 'pemerintah']","['fenomena', 'citayam', 'fashion', 'week', 'menular', 'daerah', 'rohani', 'butuh', 'pengakuan', 'eksistensi', 'pemerintah']",fenomena citayam fashion week tular daerah rohani butuh aku eksistensi perintah,1
pergelaran flash mob angklung pukau warga amerika serikat,"['pergelaran', 'flash', 'mob', 'angklung', 'pukau', 'warga', 'amerika', 'serikat']","['pergelaran', 'flash', 'mob', 'angklung', 'pukau', 'warga', 'amerika', 'serikat']",gelar flash mob angklung pukau warga amerika serikat,0
di tengah gempuran angkutan online iwan bule siap bantu selesaikan persoalan organda jabar,"['di', 'tengah', 'gempuran', 'angkutan', 'online', 'iwan', 'bule', 'siap', 'bantu', 'selesaikan', 'persoalan', 'organda', 'jabar']","['gempuran', 'angkutan', 'online', 'iwan', 'bule', 'bantu', 'selesaikan', 'organda', 'jabar']",gempur angkut online iwan bule bantu selesai organda jabar,1
zero apbd kolaborasi jadi solusi sosial ekonomi kelurahan tamansari,"['zero', 'apbd', 'kolaborasi', 'jadi', 'solusi', 'sosial', 'ekonomi', 'kelurahan', 'tamansari']","['zero', 'apbd', 'kolaborasi', 'solusi', 'sosial', 'ekonomi', 'kelurahan', 'tamansari']",zero apbd kolaborasi solusi sosial ekonomi lurah tamansari,1
smsi jawa barat kembali gelar rakerda kabupaten bekasi jadi tuan rumah,"['smsi', 'jawa', 'barat', 'kembali', 'gelar', 'rakerda', 'kabupaten', 'bekasi', 'jadi', 'tuan', 'rumah']","['smsi', 'jawa', 'barat', 'gelar', 'rakerda', 'kabupaten', 'bekasi', 'tuan', 'rumah']",smsi jawa barat gelar rakerda kabupaten bekas tuan rumah,0
ridwan kamil ktt y20 dengan pesan perdamaian jadi lokomotif pemuda indonesia bangun masa depan,"['ridwan', 'kamil', 'ktt', 'y20', 'dengan', 'pesan', 'perdamaian', 'jadi', 'lokomotif', 'pemuda', 'indonesia', 'bangun', 'masa', 'depan']","['ridwan', 'kamil', 'ktt', 'y20', 'pesan', 'perdamaian', 'lokomotif', 'pemuda', 'indonesia', 'bangun']",ridwan kamil ktt y20 pesan damai lokomotif pemuda indonesia bangun,1
ridwan kamil ikuti kejuaraan tenis meja adhyaksa open 2022,"['ridwan', 'kamil', 'ikuti', 'kejuaraan', 'tenis', 'meja', 'adhyaksa', 'open', '2022']","['ridwan', 'kamil', 'ikuti', 'kejuaraan', 'tenis', 'meja', 'adhyaksa', 'open', '2022']",ridwan kamil ikut juara tenis meja adhyaksa open 2022,0
pemerintah siapkan 17 ribu titik pantau pemotongan hewan qurban di jawa timur,"['pemerintah', 'siapkan', '17', 'ribu', 'titik', 'pantau', 'pemotongan', 'hewan', 'qurban', 'di', 'jawa', 'timur']","['pemerintah', 'siapkan', '17', 'ribu', 'titik', 'pantau', 'pemotongan', 'hewan', 'qurban', 'jawa', 'timur']",perintah siap 17 ribu titik pantau potong hewan qurban jawa timur,1
pembangunan masjid raya al-jabbar sudah capai 56 persen,"['pembangunan', 'masjid', 'raya', 'al', '-', 'jabbar', 'sudah', 'capai', '56', 'persen']","['pembangunan', 'masjid', 'raya', 'al', '-', 'jabbar', 'capai', '56', 'persen']",bangun masjid raya al - jabbar capai 56 persen,1
wakil ketua dprd kota bandung ade supriadi wafat yana berduka,"['wakil', 'ketua', 'dprd', 'kota', 'bandung', 'ade', 'supriadi', 'wafat', 'yana', 'berduka']","['wakil', 'ketua', 'dprd', 'kota', 'ade', 'supriadi', 'wafat', 'yana', 'berduka']",wakil ketua dprd kota ade supriadi wafat yana duka,2
kota bandung siap jadi tuan rumah liga ibl playoff musim 2022,"['kota', 'bandung', 'siap', 'jadi', 'tuan', 'rumah', 'liga', 'ibl', 'playoff', 'musim', '2022']","['kota', 'tuan', 'rumah', 'liga', 'ibl', 'playoff', 'musim', '2022']",kota tuan rumah liga ibl playoff musim 2022,1
rumah seni ropih pelopor penjual lukisan di braga,"['rumah', 'seni', 'ropih', 'pelopor', 'penjual', 'lukisan', 'di', 'braga']","['rumah', 'seni', 'ropih', 'pelopor', 'penjual', 'lukisan', 'braga']",rumah seni ropih pelopor jual lukis braga,1
jawa barat raih dua penghargaan nasional prestasi kompetensi pemerintahan,"['jawa', 'barat', 'raih', 'dua', 'penghargaan', 'nasional', 'prestasi', 'kompetensi', 'pemerintahan']","['jawa', 'barat', 'raih', 'penghargaan', 'nasional', 'prestasi', 'kompetensi', 'pemerintahan']",jawa barat raih harga nasional prestasi kompetensi perintah,1
kementerian hukum dan ham canangkan pariwisata berbasis ham di jawa barat,"['kementerian', 'hukum', 'dan', 'ham', 'canangkan', 'pariwisata', 'berbasis', 'ham', 'di', 'jawa', 'barat']","['kementerian', 'hukum', 'ham', 'canangkan', 'pariwisata', 'berbasis', 'ham', 'jawa', 'barat']",menteri hukum ham canang pariwisata bas ham jawa barat,1
danpussiad brigjen tni iroth beri bimbingan teknis media siber,"['danpussiad', 'brigjen', 'tni', 'iroth', 'beri', 'bimbingan', 'teknis', 'media', 'siber']","['danpussiad', 'brigjen', 'tni', 'iroth', 'bimbingan', 'teknis', 'media', 'siber']",danpussiad brigjen tni iroth bimbing teknis media siber,0
uu ruzhanul ulum harganas momentum perkokoh hakikat sebuah keluarga,"['uu', 'ruzhanul', 'ulum', 'harganas', 'momentum', 'perkokoh', 'hakikat', 'sebuah', 'keluarga']","['uu', 'ruzhanul', 'ulum', 'harganas', 'momentum', 'perkokoh', 'hakikat', 'keluarga']",uu ruzhanul ulum harganas momentum kokoh hakikat keluarga,1
buruan sae kecamatan ujungberung bantu ekonomi warga,"['buruan', 'sae', 'kecamatan', 'ujungberung', 'bantu', 'ekonomi', 'warga']","['buruan', 'sae', 'kecamatan', 'ujungberung', 'bantu', 'ekonomi', 'warga']",buru sae camat ujungberung bantu ekonomi warga,1
ridwan kamil jenguk jemaah haji jabar yang sakit stroke,"['ridwan', 'kamil', 'jenguk', 'jemaah', 'haji', 'jabar', 'yang', 'sakit', 'stroke']","['ridwan', 'kamil', 'jenguk', 'jemaah', 'haji', 'jabar', 'sakit', 'stroke']",ridwan kamil jenguk jemaah haji jabar sakit stroke,1
ridwan kamil sudah selesaikan tugas sebagai amirul hajj jabar,"['ridwan', 'kamil', 'sudah', 'selesaikan', 'tugas', 'sebagai', 'amirul', 'hajj', 'jabar']","['ridwan', 'kamil', 'selesaikan', 'tugas', 'amirul', 'hajj', 'jabar']",ridwan kamil selesai tugas amirul hajj jabar,1
dprd kota bandung minta rsud benahi fasilitas kesehatan,"['dprd', 'kota', 'bandung', 'minta', 'rsud', 'benahi', 'fasilitas', 'kesehatan']","['dprd', 'kota', 'rsud', 'benahi', 'fasilitas', 'kesehatan']",dprd kota rsud benah fasilitas sehat,2
program buruan sae kecamatan ujungberung membantu ekonomi warga,"['program', 'buruan', 'sae', 'kecamatan', 'ujungberung', 'membantu', 'ekonomi', 'warga']","['program', 'buruan', 'sae', 'kecamatan', 'ujungberung', 'membantu', 'ekonomi', 'warga']",program buru sae camat ujungberung bantu ekonomi warga,1
komisi a dukung pengembangan kreasi seni pencak silat,"['komisi', 'a', 'dukung', 'pengembangan', 'kreasi', 'seni', 'pencak', 'silat']","['komisi', 'a', 'dukung', 'pengembangan', 'kreasi', 'seni', 'pencak', 'silat']",komisi a dukung kembang kreasi seni pencak silat,1
hujan meteor bakal lintasi langit kota bandung juli 2022,"['hujan', 'meteor', 'bakal', 'lintasi', 'langit', 'kota', 'bandung', 'juli', '2022']","['hujan', 'meteor', 'lintasi', 'langit', 'kota', 'juli', '2022']",hujan meteor lintas langit kota juli 2022,0
dugaan korupsi bantuan operasional sekolah kejari periksa 100 kepsek,"['dugaan', 'korupsi', 'bantuan', 'operasional', 'sekolah', 'kejari', 'periksa', '100', 'kepsek']","['dugaan', 'korupsi', 'bantuan', 'operasional', 'sekolah', 'kejari', 'periksa', '100', 'kepsek']",duga korupsi bantu operasional sekolah kejar periksa 100 kepsek,2
protes hasil muscab pengurus dpac geruduk kantor dpd demokrat jabar,"['protes', 'hasil', 'muscab', 'pengurus', 'dpac', 'geruduk', 'kantor', 'dpd', 'demokrat', 'jabar']","['protes', 'hasil', 'muscab', 'pengurus', 'dpac', 'geruduk', 'kantor', 'dpd', 'demokrat', 'jabar']",protes hasil muscab urus dpac geruduk kantor dpd demokrat jabar,2
sabet green leadership terbaik mgp puji kinerja bupati bandung,"['sabet', 'green', 'leadership', 'terbaik', 'mgp', 'puji', 'kinerja', 'bupati', 'bandung']","['sabet', 'green', 'leadership', 'terbaik', 'mgp', 'puji', 'kinerja', 'bupati']",sabet green leadership baik mgp puji kerja bupati,1
dprd berharap ikapi dorong kemajuan kota bandung,"['dprd', 'berharap', 'ikapi', 'dorong', 'kemajuan', 'kota', 'bandung']","['dprd', 'berharap', 'ikapi', 'dorong', 'kemajuan', 'kota']",dprd harap ikapi dorong maju kota,1
puluhan massa koalisi anti korupsi geruduk bpk ri perwakilan jabar,"['puluhan', 'massa', 'koalisi', 'anti', 'korupsi', 'geruduk', 'bpk', 'ri', 'perwakilan', 'jabar']","['puluhan', 'massa', 'koalisi', 'anti', 'korupsi', 'geruduk', 'bpk', 'ri', 'perwakilan', 'jabar']",puluh massa koalisi anti korupsi geruduk bpk ri wakil jabar,2
sekretariat ikwi jabar diresmikan siap dukung pelaksanaan program-program strategis,"['sekretariat', 'ikwi', 'jabar', 'diresmikan', 'siap', 'dukung', 'pelaksanaan', 'program', '-', 'program', 'strategis']","['sekretariat', 'ikwi', 'jabar', 'diresmikan', 'dukung', 'pelaksanaan', 'program', '-', 'program', 'strategis']",sekretariat ikwi jabar resmi dukung laksana program - program strategis,1
dkpp musnahkan ratusan kilo jeroan sapi dan domba kurban,"['dkpp', 'musnahkan', 'ratusan', 'kilo', 'jeroan', 'sapi', 'dan', 'domba', 'kurban']","['dkpp', 'musnahkan', 'ratusan', 'kilo', 'jeroan', 'sapi', 'domba', 'kurban']",dkpp musnah ratus kilo jeroan sapi domba kurban,2
rapat dengan bapenda ini yang disampaikan komisi b dprd kota bandung,"['rapat', 'dengan', 'bapenda', 'ini', 'yang', 'disampaikan', 'komisi', 'b', 'dprd', 'kota', 'bandung']","['rapat', 'bapenda', 'komisi', 'b', 'dprd', 'kota']",rapat bapenda komisi b dprd kota,0
pemkot bandung kembali gelar pasar kreatif di 6 pusat perbelanjaan,"['pemkot', 'bandung', 'kembali', 'gelar', 'pasar', 'kreatif', 'di', '6', 'pusat', 'perbelanjaan']","['pemkot', 'gelar', 'pasar', 'kreatif', '6', 'pusat', 'perbelanjaan']",pemkot gelar pasar kreatif 6 pusat belanja,1
harus di coba tiga tempat makan paling populer di sekitar pasar cihapit,"['harus', 'di', 'coba', 'tiga', 'tempat', 'makan', 'paling', 'populer', 'di', 'sekitar', 'pasar', 'cihapit']","['coba', 'makan', 'populer', 'pasar', 'cihapit']",coba makan populer pasar cihapit,0
kabar duka wakil ketua dprd kota bandung ade supriadi meninggal dunia,"['kabar', 'duka', 'wakil', 'ketua', 'dprd', 'kota', 'bandung', 'ade', 'supriadi', 'meninggal', 'dunia']","['kabar', 'duka', 'wakil', 'ketua', 'dprd', 'kota', 'ade', 'supriadi', 'meninggal', 'dunia']",kabar duka wakil ketua dprd kota ade supriadi tinggal dunia,2
fraksi demokrat siap dukung program kerja knpi kota bandung,"['fraksi', 'demokrat', 'siap', 'dukung', 'program', 'kerja', 'knpi', 'kota', 'bandung']","['fraksi', 'demokrat', 'dukung', 'program', 'kerja', 'knpi', 'kota']",fraksi demokrat dukung program kerja knpi kota,1
sekjen pdip sebut pemikiran bung karno menyatu dalam bumi marhaenis,"['sekjen', 'pdip', 'sebut', 'pemikiran', 'bung', 'karno', 'menyatu', 'dalam', 'bumi', 'marhaenis']","['sekjen', 'pdip', 'pemikiran', 'karno', 'menyatu', 'bumi', 'marhaenis']",sekjen pdip pikir karno satu bumi marhaenis,1
safari politik entang suryaman partai demokrat punya kesamaan visi dengan dpp agotax,"['safari', 'politik', 'entang', 'suryaman', 'partai', 'demokrat', 'punya', 'kesamaan', 'visi', 'dengan', 'dpp', 'agotax']","['safari', 'politik', 'entang', 'suryaman', 'partai', 'demokrat', 'kesamaan', 'visi', 'dpp', 'agotax']",safari politik entang suryaman partai demokrat sama visi dpp agotax,1
pencegahan stunting jadi perhatian di harganas,"['pencegahan', 'stunting', 'jadi', 'perhatian', 'di', 'harganas']","['pencegahan', 'stunting', 'perhatian', 'harganas']",cegah stunting perhati harganas,1
yuk belajar sejarah di museum kota bandung untuk habiskan liburan sekolah,"['yuk', 'belajar', 'sejarah', 'di', 'museum', 'kota', 'bandung', 'untuk', 'habiskan', 'liburan', 'sekolah']","['yuk', 'belajar', 'sejarah', 'museum', 'kota', 'habiskan', 'liburan', 'sekolah']",yuk ajar sejarah museum kota habis libur sekolah,0
dprd jabar kawal program demplot pertanian di indramayu,"['dprd', 'jabar', 'kawal', 'program', 'demplot', 'pertanian', 'di', 'indramayu']","['dprd', 'jabar', 'kawal', 'program', 'demplot', 'pertanian', 'indramayu']",dprd jabar kawal program demplot tani indramayu,1
trisa purwati terima kasih kepada pak wali atas kunjungan dan bantuan yang diberikan,"['trisa', 'purwati', 'terima', 'kasih', 'kepada', 'pak', 'wali', 'atas', 'kunjungan', 'dan', 'bantuan', 'yang', 'diberikan']","['trisa', 'purwati', 'terima', 'kasih', 'wali', 'kunjungan', 'bantuan']",trisa purwati terima kasih wali kunjung bantu,1
kasad jenderal dudung abdurachman minta smsi teruskan kembangkan jurnalisme jujur,"['kasad', 'jenderal', 'dudung', 'abdurachman', 'minta', 'smsi', 'teruskan', 'kembangkan', 'jurnalisme', 'jujur']","['kasad', 'jenderal', 'dudung', 'abdurachman', 'smsi', 'teruskan', 'kembangkan', 'jurnalisme', 'jujur']",kasad jenderal dudung abdurachman smsi terus kembang jurnalisme jujur,1
ringkus dua buronan korupsi pt pos indonesia mgp puji kinerja kejari bandung,"['ringkus', 'dua', 'buronan', 'korupsi', 'pt', 'pos', 'indonesia', 'mgp', 'puji', 'kinerja', 'kejari', 'bandung']","['ringkus', 'buronan', 'korupsi', 'pt', 'pos', 'indonesia', 'mgp', 'puji', 'kinerja', 'kejari']",ringkus buron korupsi pt pos indonesia mgp puji kerja kejar,2
percepat vaksinasi booster pemkot bandung gandeng kampus hingga tempat wisata,"['percepat', 'vaksinasi', 'booster', 'pemkot', 'bandung', 'gandeng', 'kampus', 'hingga', 'tempat', 'wisata']","['percepat', 'vaksinasi', 'booster', 'pemkot', 'gandeng', 'kampus', 'wisata']",cepat vaksinasi booster pemkot gandeng kampus wisata,1
manajemen asn bkn pemkot bandung sabet tiga penghargaan,"['manajemen', 'asn', 'bkn', 'pemkot', 'bandung', 'sabet', 'tiga', 'penghargaan']","['manajemen', 'asn', 'bkn', 'pemkot', 'sabet', 'penghargaan']",manajemen asn bkn pemkot sabet harga,1
dprd minta bank bandung permudah akses umkm,"['dprd', 'minta', 'bank', 'bandung', 'permudah', 'akses', 'umkm']","['dprd', 'bank', 'permudah', 'akses', 'umkm']",dprd bank mudah akses umkm,1
pemkot bandung minta dishub maksimalkan layanan jalan dan transportasi,"['pemkot', 'bandung', 'minta', 'dishub', 'maksimalkan', 'layanan', 'jalan', 'dan', 'transportasi']","['pemkot', 'dishub', 'maksimalkan', 'layanan', 'jalan', 'transportasi']",pemkot dishub maksimal layan jalan transportasi,1
komisi b dorong besaran restribusi gedung tinggi ditinjau ulang,"['komisi', 'b', 'dorong', 'besaran', 'restribusi', 'gedung', 'tinggi', 'ditinjau', 'ulang']","['komisi', 'b', 'dorong', 'besaran', 'restribusi', 'gedung', 'ditinjau', 'ulang']",komisi b dorong besar restribusi gedung tinjau ulang,1
bank bjb bersama ride-o gelar fellowship bandung-jogjakarta,"['bank', 'bjb', 'bersama', 'ride', '-', 'o', 'gelar', 'fellowship', 'bandung', '-', 'jogjakarta']","['bank', 'bjb', 'ride', '-', 'o', 'gelar', 'fellowship', '-', 'jogjakarta']",bank bjb ride - o gelar fellowship - jogjakarta,1
waspada lonjakan covid-19 pemkot bandung geber vaksinasi booster,"['waspada', 'lonjakan', 'covid', '-', '19', 'pemkot', 'bandung', 'geber', 'vaksinasi', 'booster']","['waspada', 'lonjakan', 'covid', '-', '19', 'pemkot', 'geber', 'vaksinasi', 'booster']",waspada lonjak covid - 19 pemkot geber vaksinasi booster,2
yana mengajak tingkatkan kolaborasi di pisah sambut dansektor 22 citarum harum,"['yana', 'mengajak', 'tingkatkan', 'kolaborasi', 'di', 'pisah', 'sambut', 'dansektor', '22', 'citarum', 'harum']","['yana', 'mengajak', 'tingkatkan', 'kolaborasi', 'pisah', 'sambut', 'dansektor', '22', 'citarum', 'harum']",yana ajak tingkat kolaborasi pisah sambut dansektor 22 citarum harum,1
massa gp ansor geruduk holywings karangsari kota bandung,"['massa', 'gp', 'ansor', 'geruduk', 'holywings', 'karangsari', 'kota', 'bandung']","['massa', 'gp', 'ansor', 'geruduk', 'holywings', 'karangsari', 'kota']",massa gp ansor geruduk holywings karangsari kota,2
pastikan berjalan lancar dan aman babinsa koramil tipe b 0808/04 sanankulon dampingi penyaluran blt dd,"['pastikan', 'berjalan', 'lancar', 'dan', 'aman', 'babinsa', 'koramil', 'tipe', 'b', '0808', '/', '04', 'sanankulon', 'dampingi', 'penyaluran', 'blt', 'dd']","['pastikan', 'berjalan', 'lancar', 'aman', 'babinsa', 'koramil', 'tipe', 'b', '0808', '/', '04', 'sanankulon', 'dampingi', 'penyaluran', 'blt', 'dd']",pasti jalan lancar aman babinsa koramil tipe b 0808  04 sanankulon damping salur blt dd,0
komisi d dukung pembangunan smpn baru,"['komisi', 'd', 'dukung', 'pembangunan', 'smpn', 'baru']","['komisi', 'd', 'dukung', 'pembangunan', 'smpn']",komisi d dukung bangun smpn,1
dprd harap kontingen kota bandung kembali sabet juara umum porprov jabar,"['dprd', 'harap', 'kontingen', 'kota', 'bandung', 'kembali', 'sabet', 'juara', 'umum', 'porprov', 'jabar']","['dprd', 'harap', 'kontingen', 'kota', 'sabet', 'juara', 'porprov', 'jabar']",dprd harap kontingen kota sabet juara porprov jabar,1
ke bali pansus iii drpd jabar pelajari kepesertaan jaminan sosial ketenagakerjaan pekerja informal,"['ke', 'bali', 'pansus', 'iii', 'drpd', 'jabar', 'pelajari', 'kepesertaan', 'jaminan', 'sosial', 'ketenagakerjaan', 'pekerja', 'informal']","['bali', 'pansus', 'iii', 'drpd', 'jabar', 'pelajari', 'kepesertaan', 'jaminan', 'sosial', 'ketenagakerjaan', 'pekerja', 'informal']",bal pansus iii drpd jabar ajar serta jamin sosial ketenagakerjaan kerja informal,0
